Training Log
Start Time: 2025-10-19 16:37:59
Num Actors: 32
Horizon Length: 512
Minibatch Size: 256
Mini Epochs: 5
Learning Rate: 1e-3
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp,End_Position_Reward,Action_Smoothness
0,0.000000,2025-10-19 16:37:59,0.0,0.0,0.0,0.0,0.000000,0.000000
16,9.735427,2025-10-19 16:38:04,0.02968800999224186,0.009500375017523766,0.00492751132696867,0.00242680124938488,0.000000,-0.000487
16,12.029111,2025-10-19 16:38:10,0.028648139908909798,0.008394838310778141,0.00493738055229187,0.002434769179672003,0.000000,-0.000750
16,11.182941,2025-10-19 16:38:16,0.0272674560546875,0.008551744744181633,0.0049004387110471725,0.0024205809459090233,0.000000,-0.001461
16,7.225349,2025-10-19 16:38:20,0.02840542234480381,0.007974163629114628,0.004918473772704601,0.002430841326713562,0.000000,-0.000436
16,11.372495,2025-10-19 16:38:26,0.034121572971343994,0.010519417934119701,0.004957829602062702,0.002459665760397911,0.000000,-0.000799
16,12.826671,2025-10-19 16:38:32,0.024387558922171593,0.007401512935757637,0.00492551364004612,0.002429379615932703,0.000000,-0.000793
16,6.354406,2025-10-19 16:38:35,0.027600616216659546,0.008680043742060661,0.004874847363680601,0.002408267930150032,0.000000,-0.000186
16,12.095059,2025-10-19 16:38:42,0.02753864973783493,0.008267269469797611,0.004900516010820866,0.0024112751707434654,0.000000,-0.000885
16,11.531868,2025-10-19 16:38:48,0.0274495929479599,0.007663717493414879,0.004865407943725586,0.002393912523984909,0.000000,-0.000770
16,18.029102,2025-10-19 16:38:53,0.03175807371735573,0.009248219430446625,0.004934415221214294,0.0024367948062717915,0.000000,-0.000893
16,16.267666,2025-10-19 16:38:59,0.029207993298768997,0.009560726583003998,0.004917380400002003,0.0024249034468084574,0.000000,-0.000862
16,6.939257,2025-10-19 16:39:01,0.03130879998207092,0.009311636909842491,0.004962606355547905,0.0024566196370869875,0.000000,-0.000402
16,5.921136,2025-10-19 16:39:04,0.02787678688764572,0.008413069881498814,0.004898848012089729,0.0023994282819330692,0.000000,-0.000237
16,6.036530,2025-10-19 16:39:07,0.03189289569854736,0.009336397983133793,0.004907437600195408,0.0024236575700342655,0.000000,-0.000320
16,16.182613,2025-10-19 16:39:12,0.03355199098587036,0.010553348809480667,0.0049363127909600735,0.002435183385387063,0.000000,-0.000860
16,6.971229,2025-10-19 16:39:15,0.0293134693056345,0.00833092164248228,0.0048997048288583755,0.002404480939731002,0.000000,-0.000246
16,6.832150,2025-10-19 16:39:18,0.031273942440748215,0.008909604512155056,0.004935842007398605,0.0024320948868989944,0.000000,-0.000290
16,10.556742,2025-10-19 16:39:24,0.0266078133136034,0.007329096086323261,0.00486455112695694,0.0023814530577510595,0.000000,-0.000795
16,6.232380,2025-10-19 16:39:26,0.029731739312410355,0.009044031612575054,0.004872041754424572,0.0023891236633062363,0.000000,-0.000104
16,8.437831,2025-10-19 16:39:30,0.029722614213824272,0.008608102798461914,0.004890152718871832,0.0023932005278766155,0.000000,-0.000273
16,8.161950,2025-10-19 16:39:34,0.02981584519147873,0.009065553545951843,0.004890792071819305,0.00239259609952569,0.000000,-0.000296
16,17.529949,2025-10-19 16:39:40,0.028037991374731064,0.00853705033659935,0.004857657477259636,0.002380301943048835,0.000000,-0.001327
16,15.931568,2025-10-19 16:39:44,0.028790606185793877,0.009124582633376122,0.004839762579649687,0.00237415824085474,0.000000,-0.000963
16,7.781072,2025-10-19 16:39:48,0.02408406510949135,0.006192841101437807,0.0048661138862371445,0.00236965692602098,0.000000,-0.000337
16,18.897879,2025-10-19 16:39:54,0.027338698506355286,0.008171585388481617,0.00482911104336381,0.002363486448302865,0.000000,-0.000820
16,9.269731,2025-10-19 16:39:58,0.022396620362997055,0.0061220694333314896,0.004810600075870752,0.002346689347177744,0.000000,-0.000480
16,10.745404,2025-10-19 16:40:03,0.02969559095799923,0.007789153605699539,0.004872056655585766,0.0023761922493577003,0.000000,-0.000698
16,10.646155,2025-10-19 16:40:09,0.022233152762055397,0.00750234117731452,0.004719381686300039,0.0023191652726382017,0.000000,-0.002078
16,14.156333,2025-10-19 16:40:17,0.032442644238471985,0.0093768909573555,0.004856881685554981,0.0023852880112826824,0.000000,-0.001515
16,6.023317,2025-10-19 16:40:20,0.027103189378976822,0.008664258755743504,0.004733487963676453,0.002300386782735586,0.000000,-0.000376
16,7.860026,2025-10-19 16:40:23,0.03216063231229782,0.009097008965909481,0.004840329755097628,0.0023718206211924553,0.000000,-0.000182
16,13.097692,2025-10-19 16:40:31,0.029614951461553574,0.00795516837388277,0.004836033098399639,0.0023522507399320602,0.000000,-0.002551
16,11.361198,2025-10-19 16:40:38,0.027028266340494156,0.007921925745904446,0.004672997631132603,0.002268723212182522,0.000000,-0.001562
16,6.455776,2025-10-19 16:40:40,0.037212640047073364,0.011030333116650581,0.004912936128675938,0.0024214214645326138,0.000000,-0.000375
