Training Log
Start Time: 2025-10-15 22:10:29
Num Actors: 16
Horizon Length: 256
Minibatch Size: 128
Mini Epochs: 5
Learning Rate: 1e-3
E-Clip: 0.2
Gamma: 0.99
Tau: 0.95
Max Epochs: 30000
Position Error Threshold: 0.15
Position Error Count: 5
Progress Reward: 0.2
--------------------------------------------------
max_progress,env1_Reward,Position,Velocity,Quaternion,Angular_Velocity,Timestamp
0,0.000000,2025-10-15 22:10:29,0.0,0.0,0.0,0.0
16,141.235641,2025-10-15 22:10:33,0.2883860766887665,0.10692746937274933,0.04743339121341705,0.02287204936146736
17,147.042068,2025-10-15 22:10:37,0.1717860847711563,0.05886131897568703,0.048082135617733,0.023119166493415833
16,151.608063,2025-10-15 22:10:41,0.2982580065727234,0.09841765463352203,0.04798615723848343,0.02304856851696968
16,111.866516,2025-10-15 22:10:45,0.30090031027793884,0.09828585386276245,0.049436941742897034,0.0242626816034317
16,105.219170,2025-10-15 22:10:48,0.23427191376686096,0.06629804521799088,0.04859749227762222,0.02352430298924446
16,127.031723,2025-10-15 22:10:51,0.3163745403289795,0.08563093096017838,0.049392178654670715,0.024081140756607056
16,131.316040,2025-10-15 22:10:54,0.293458491563797,0.07851898670196533,0.04876615107059479,0.023521624505519867
16,124.850189,2025-10-15 22:10:57,0.32823485136032104,0.08801864832639694,0.04942898452281952,0.02402888983488083
16,115.132965,2025-10-15 22:11:00,0.27681806683540344,0.06872966140508652,0.04912186414003372,0.023801114410161972
16,129.504089,2025-10-15 22:11:04,0.3682936131954193,0.10579554736614227,0.049545176327228546,0.024366110563278198
15,113.741974,2025-10-15 22:11:07,0.29261961579322815,0.07276365160942078,0.04924933612346649,0.023896146565675735
16,121.780708,2025-10-15 22:11:10,0.315726637840271,0.08511790633201599,0.04920452460646629,0.02390884980559349
16,130.459335,2025-10-15 22:11:13,0.3043237328529358,0.07881604135036469,0.049312565475702286,0.02392248436808586
16,132.152374,2025-10-15 22:11:17,0.39132243394851685,0.12488311529159546,0.049557995051145554,0.024472340941429138
